Price,Close
Ticker,TSLA
Date,
2020-11-09,136.1666717529297
2020-11-16,163.20333862304688
2020-11-23,195.25332641601562
2020-11-30,199.67999267578125
2020-12-07,203.3300018310547
2020-12-14,231.6666717529297
2020-12-21,220.58999633789062
2020-12-28,235.22332763671875
2021-01-04,293.3399963378906
2021-01-11,275.38665771484375
2021-01-18,282.21331787109375
2021-01-25,264.510009765625
2021-02-01,284.07666015625
2021-02-08,272.0400085449219
2021-02-15,260.4333190917969
2021-02-22,225.1666717529297
2021-03-01,199.31666564941406
2021-03-08,231.2433319091797
2021-03-15,218.2899932861328
2021-03-22,206.23666381835938
2021-03-29,220.5833282470703
2021-04-05,225.67333984375
2021-04-12,246.5933380126953
2021-04-19,243.13333129882812
2021-04-26,236.47999572753906
2021-05-03,224.1233367919922
2021-05-10,196.5800018310547
2021-05-17,193.6266632080078
2021-05-24,208.4066619873047
2021-05-31,199.68333435058594
2021-06-07,203.29666137695312
2021-06-14,207.77000427246094
2021-06-21,223.9566650390625
2021-06-28,226.3000030517578
2021-07-05,218.98333740234375
2021-07-12,214.74000549316406
2021-07-19,214.4600067138672
2021-07-26,229.06666564941406
2021-08-02,233.03334045410156
2021-08-09,239.05667114257812
2021-08-16,226.75332641601562
2021-08-23,237.30667114257812
2021-08-30,244.52333068847656
2021-09-06,245.42333984375
2021-09-13,253.163330078125
2021-09-20,258.1300048828125
2021-09-27,258.40667724609375
2021-10-04,261.8299865722656
2021-10-11,281.010009765625
2021-10-18,303.2266540527344
2021-10-25,371.3333435058594
2021-11-01,407.36334228515625
2021-11-08,344.47332763671875
2021-11-15,379.0199890136719
2021-11-22,360.6400146484375
2021-11-29,338.3233337402344
2021-12-06,339.010009765625
2021-12-13,310.8566589355469
2021-12-20,355.6666564941406
2021-12-27,352.260009765625
2022-01-03,342.32000732421875
2022-01-10,349.8699951171875
2022-01-17,314.6333312988281
2022-01-24,282.1166687011719
2022-01-31,307.7733459472656
2022-02-07,286.6666564941406
2022-02-14,285.6600036621094
2022-02-21,269.9566650390625
2022-02-28,279.42999267578125
2022-03-07,265.1166687011719
2022-03-14,301.7966613769531
2022-03-21,336.8800048828125
2022-03-28,361.5299987792969
2022-04-04,341.8299865722656
2022-04-11,328.3333435058594
2022-04-18,335.01666259765625
2022-04-25,290.2533264160156
2022-05-02,288.54998779296875
2022-05-09,256.5299987792969
2022-05-16,221.3000030517578
2022-05-23,253.2100067138672
2022-05-30,234.51666259765625
2022-06-06,232.22999572753906
