Price,Close
Ticker,GOOGL
Date,
2020-11-09,88.00601959228516
2020-11-16,86.22429656982422
2020-11-23,88.73895263671875
2020-11-30,90.5633773803711
2020-12-07,88.13214111328125
2020-12-14,85.71977996826172
2020-12-21,86.11405944824219
2020-12-28,87.03173828125
2021-01-04,89.27574920654297
2021-01-11,85.78929901123047
2021-01-18,93.97981262207031
2021-01-25,90.74213409423828
2021-02-01,103.72608947753906
2021-02-08,104.03396606445312
2021-02-15,103.72509765625
2021-02-22,100.40299987792969
2021-03-01,104.13526153564453
2021-03-08,101.79788970947266
2021-03-15,100.65377807617188
2021-03-22,100.54305267333984
2021-03-29,105.75955963134766
2021-04-05,112.75580596923828
2021-04-12,113.35568237304688
2021-04-19,114.20879364013672
2021-04-26,116.86894989013672
2021-05-03,116.79097747802734
2021-05-10,113.13866424560547
2021-05-17,113.92076110839844
2021-05-24,117.0353012084961
2021-05-31,118.85871124267578
2021-06-07,120.67767333984375
2021-06-14,119.28826141357422
2021-06-21,121.6693344116211
2021-06-28,124.39949798583984
2021-07-05,124.6587142944336
2021-07-12,126.10028076171875
2021-07-19,132.10386657714844
2021-07-26,133.80364990234375
2021-08-02,134.80870056152344
2021-08-09,136.78407287597656
2021-08-16,136.48814392089844
2021-08-23,143.01759338378906
2021-08-30,142.75489807128906
2021-09-06,139.91102600097656
2021-09-13,139.83555603027344
2021-09-20,141.2408447265625
2021-09-27,135.60769653320312
2021-10-04,138.8280029296875
2021-10-11,140.399658203125
2021-10-18,136.6241912841797
2021-10-25,147.03192138671875
2021-11-01,147.83236694335938
2021-11-08,147.6595916748047
2021-11-15,147.9063720703125
2021-11-22,141.20907592773438
2021-11-29,141.02882385253906
2021-12-06,146.98768615722656
2021-12-13,140.75421142578125
2021-12-20,145.91014099121094
2021-12-27,143.8597869873047
2022-01-03,136.07846069335938
2022-01-10,138.52508544921875
2022-01-17,129.4586181640625
2022-01-24,132.4375762939453
2022-01-31,142.31146240234375
2022-02-07,133.3626708984375
2022-02-14,129.509765625
2022-02-21,133.53848266601562
2022-02-28,131.0029296875
2022-03-07,128.9809112548828
2022-03-14,135.1930694580078
2022-03-21,140.7025604248047
2022-03-28,139.19049072265625
2022-04-04,132.37452697753906
2022-04-11,125.86193084716797
2022-04-18,118.81600952148438
2022-04-25,113.32787322998047
2022-05-02,114.95365905761719
2022-05-09,115.25557708740234
2022-05-16,108.16199493408203
2022-05-23,111.5471420288086
2022-05-30,113.75641632080078
2022-06-06,110.40005493164062
2022-06-13,106.40959167480469
2022-06-20,117.16688537597656
2022-06-27,107.99266815185547
2022-07-04,118.53594207763672
2022-07-11,111.01183319091797
2022-07-18,107.16089630126953
2022-07-25,115.52323150634766
2022-08-01,116.66534423828125
2022-08-08,120.84651184082031
2022-08-15,116.4071273803711
2022-08-22,109.58418273925781
2022-08-29,107.11123657226562
2022-09-05,109.8920669555664
2022-09-12,102.09583282470703
2022-09-19,98.06364440917969
2022-09-26,94.99481964111328
2022-10-03,98.00405883789062
2022-10-10,95.89857482910156
2022-10-17,100.43726348876953
2022-10-24,95.63043212890625
2022-10-31,85.98693084716797
2022-11-07,95.7496109008789
2022-11-14,96.76262664794922
2022-11-21,96.79241180419922
2022-11-28,99.75200653076172
2022-12-05,92.19412994384766
2022-12-12,89.64173126220703
2022-12-19,88.61878967285156
2022-12-26,87.62564086914062
2023-01-02,86.74172973632812
2023-01-09,91.48899841308594
2023-01-16,97.34857177734375
2023-01-23,98.6893310546875
2023-01-30,104.06227111816406
2023-02-06,93.9222183227539
2023-02-13,93.70372009277344
2023-02-20,88.51947021484375
2023-02-27,93.00851440429688
2023-03-06,90.00919342041016
2023-03-13,100.92391967773438
2023-03-20,104.71775817871094
2023-03-27,103.01947021484375
2023-04-03,107.67733764648438
2023-04-10,108.12425231933594
2023-04-17,104.68797302246094
2023-04-24,106.604736328125
2023-05-01,104.84687042236328
2023-05-08,116.705078125
2023-05-15,121.91910552978516
2023-05-22,123.75643920898438
2023-05-29,123.8160171508789
2023-06-05,121.39274597167969
2023-06-12,122.68383026123047
2023-06-19,121.50198364257812
2023-06-26,118.88008117675781
2023-07-03,118.66158294677734
2023-07-10,124.56088256835938
2023-07-17,119.1978759765625
2023-07-24,131.67185974121094
2023-07-31,127.23246002197266
2023-08-07,128.67251586914062
2023-08-14,126.5869140625
2023-08-21,128.99034118652344
2023-08-28,134.7307586669922
2023-09-04,135.44583129882812
2023-09-11,136.4588165283203
2023-09-18,129.35780334472656
2023-09-25,129.963623046875
2023-10-02,136.6375732421875
2023-10-09,136.4191131591797
2023-10-16,134.67115783691406
2023-10-23,121.3331527709961
2023-10-30,128.21568298339844
2023-11-06,131.68177795410156
2023-11-13,134.3831329345703
2023-11-20,135.7537078857422
2023-11-27,130.956787109375
2023-12-04,134.06533813476562
2023-12-11,131.69171142578125
2023-12-18,140.52081298828125
2023-12-25,138.733154296875
2024-01-01,134.80026245117188
2024-01-08,141.67286682128906
2024-01-15,145.37733459472656
2024-01-22,151.14752197265625
2024-01-29,141.4047088623047
2024-02-05,147.9793701171875
2024-02-12,139.55746459960938
2024-02-19,142.97390747070312
2024-02-26,136.2006072998047
2024-03-04,134.4824676513672
2024-03-11,140.2129364013672
2024-03-18,149.7372589111328
2024-03-25,149.8961639404297
2024-04-01,151.4553985595703
2024-04-08,156.6495819091797
2024-04-15,153.0345001220703
2024-04-22,170.7721710205078
2024-04-29,166.0944366455078
2024-05-06,167.49476623535156
2024-05-13,174.85400390625
