Price,Close
Ticker,AAPL
Date,
2020-11-09,116.09391021728516
2020-11-16,114.22488403320312
2020-11-23,113.49478912353516
2020-11-30,119.00453186035156
2020-12-07,119.16029357910156
2020-12-14,123.29747772216797
2020-12-21,128.4665069580078
2020-12-28,129.1673583984375
2021-01-04,128.5443878173828
2021-01-11,123.76471710205078
2021-01-18,135.3780059814453
2021-01-25,128.4567413330078
2021-02-01,133.12930297851562
2021-02-08,131.97312927246094
2021-02-15,126.61117553710938
2021-02-22,118.21721649169922
2021-03-01,118.3731918334961
2021-03-08,117.99298095703125
2021-03-15,116.97908782958984
2021-03-22,118.16846466064453
2021-03-29,119.9135513305664
2021-04-05,129.6626434326172
2021-04-12,130.79351806640625
2021-04-19,130.9495086669922
2021-04-26,128.1612548828125
2021-05-03,126.94261932373047
2021-05-10,124.46295166015625
2021-05-17,122.49027252197266
2021-05-24,121.68952178955078
2021-05-31,122.93949127197266
2021-06-07,124.36528778076172
2021-06-14,127.40240478515625
2021-06-21,129.9903106689453
2021-06-28,136.67979431152344
2021-07-05,141.7090301513672
2021-07-12,142.9590301513672
2021-07-19,145.07818603515625
2021-07-26,142.44146728515625
2021-08-02,142.7149200439453
2021-08-09,145.8236846923828
2021-08-16,144.93370056152344
2021-08-23,145.33468627929688
2021-08-30,150.909423828125
2021-09-06,145.69651794433594
2021-09-13,142.8504638671875
2021-09-20,143.6916046142578
2021-09-27,139.51539611816406
2021-10-04,139.75991821289062
2021-10-11,141.6573028564453
2021-10-18,145.42269897460938
2021-10-25,146.50831604003906
2021-11-01,147.95578002929688
2021-11-08,146.90823364257812
2021-11-15,157.25125122070312
2021-11-22,153.58810424804688
2021-11-29,158.51473999023438
2021-12-06,175.762939453125
2021-12-13,167.6236572265625
2021-12-20,172.65802001953125
2021-12-27,173.9215545654297
2022-01-03,168.63250732421875
2022-01-10,169.5140380859375
2022-01-17,159.0730438232422
2022-01-24,166.830322265625
2022-01-31,168.84796142578125
2022-02-07,165.38548278808594
2022-02-14,164.07131958007812
2022-02-21,161.6686248779297
2022-02-28,160.02102661132812
2022-03-07,151.743896484375
2022-03-14,160.81539916992188
2022-03-21,171.34812927246094
2022-03-28,170.94606018066406
2022-04-04,166.80751037597656
2022-04-11,162.10009765625
2022-04-18,158.6676483154297
2022-04-25,154.60757446289062
2022-05-02,154.2447052001953
2022-05-09,144.48297119140625
2022-05-16,135.13294982910156
2022-05-23,146.96775817871094
2022-05-30,142.78382873535156
2022-06-06,134.68116760253906
2022-06-13,129.21063232421875
2022-06-20,139.1302490234375
2022-06-27,136.44900512695312
2022-07-04,144.4141845703125
2022-07-11,147.48829650878906
2022-07-18,151.33828735351562
2022-07-25,159.60791015625
2022-08-01,162.39723205566406
2022-08-08,169.261474609375
2022-08-15,168.69102478027344
2022-08-22,160.92135620117188
2022-08-29,153.24012756347656
2022-09-05,154.77444458007812
2022-09-12,148.21444702148438
2022-09-19,147.9488525390625
2022-09-26,135.92059326171875
2022-10-03,137.77940368652344
2022-10-10,136.09764099121094
2022-10-17,144.8409881591797
2022-10-24,153.17127990722656
2022-10-31,136.09764099121094
2022-11-07,147.4751434326172
2022-11-14,149.04153442382812
2022-11-21,145.90878295898438
2022-11-28,145.61325073242188
2022-12-05,140.04721069335938
2022-12-12,132.51087951660156
2022-12-19,129.90028381347656
2022-12-26,127.99893951416016
2023-01-02,127.693603515625
2023-01-09,132.75718688964844
2023-01-16,135.82095336914062
2023-01-23,143.7611846923828
2023-01-30,152.2038116455078
2023-02-06,148.7656707763672
2023-02-13,150.51226806640625
2023-02-20,144.7502899169922
2023-02-27,149.01255798339844
2023-03-06,146.51632690429688
2023-03-13,152.92953491210938
2023-03-20,158.10939025878906
2023-03-27,162.69728088378906
2023-04-03,162.4604949951172
2023-04-10,163.00315856933594
2023-04-17,162.81568908691406
2023-04-24,167.4134063720703
2023-05-01,171.2515106201172
2023-05-08,170.2648162841797
2023-05-15,173.0592498779297
2023-05-22,173.3260498046875
2023-05-29,178.7798614501953
2023-06-05,178.7897186279297
2023-06-12,182.70223999023438
2023-06-19,184.44110107421875
2023-06-26,191.6436767578125
2023-07-03,188.39312744140625
2023-07-10,188.4030303955078
2023-07-17,189.63803100585938
2023-07-24,193.48138427734375
2023-07-31,179.807373046875
2023-08-07,175.65774536132812
2023-08-14,172.630126953125
2023-08-21,176.7062225341797
2023-08-28,187.44056701660156
2023-09-04,176.28077697753906
2023-09-11,173.1445770263672
2023-09-18,172.92691040039062
2023-09-25,169.38507080078125
2023-10-02,175.59814453125
2023-10-09,176.94363403320312
2023-10-16,171.03729248046875
2023-10-23,166.4269256591797
2023-10-30,174.76705932617188
2023-11-06,184.4131622314453
2023-11-13,187.9153289794922
2023-11-20,188.19271850585938
2023-11-27,189.4508514404297
2023-12-04,193.8790283203125
2023-12-11,195.7216339111328
2023-12-18,191.78880310058594
2023-12-25,190.72877502441406
2024-01-01,179.48495483398438
2024-01-08,184.18060302734375
2024-01-15,189.76785278320312
2024-01-22,190.6197967529297
2024-01-29,184.1112518310547
2024-02-05,187.0832061767578
2024-02-12,180.83482360839844
2024-02-19,181.04315185546875
2024-02-26,178.20628356933594
2024-03-04,169.3485565185547
2024-03-11,171.22323608398438
